danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,nltk,Happy,Angry,Surprise,Sad,Fear,primary_genre 
0.671,0.882,-6.149,0.0552,0.00181,0.667,0.285,0.787,136.955,0.9186,0.0,0.0,1.0,0.0,0.0,pop
0.772,0.821,-0.14,0.25,0.223,0.0,0.148,0.77,91.921,-0.9953,0.14,0.09,0.26,0.23,0.28,rap
0.723,0.895,-3.707,0.102,0.088,0.0,0.0717,0.963,143.373,-0.7831,0.15,0.04,0.15,0.22,0.44,rock
0.425,0.954,-3.756,0.0476,0.00414,0.0,0.0555,0.933,178.043,-0.8608,0.08,0.12,0.17,0.33,0.29,pop
0.52,0.775,-5.803,0.0348,0.034,0.0,0.364,0.382,136.028,0.977,0.22,0.05,0.22,0.27,0.24,rock
0.725,0.583,-9.942,0.0427,0.3,0.000238,0.0665,0.762,79.984,0.9969,0.25,0.04,0.11,0.18,0.43,rock
0.587,0.872,-5.066,0.0484,0.018,0.0,0.622,0.735,159.925,0.9379,0.07,0.53,0.0,0.33,0.07,rock
0.461,0.448,-10.665,0.0246,0.161,1.18e-06,0.0811,0.418,173.86,0.9795,0.21,0.07,0.07,0.5,0.14,rock
0.736,0.811,-4.17,0.081,0.00132,0.000142,0.107,0.609,103.502,-0.5719,0.18,0.1,0.13,0.38,0.21,rock
0.766,0.882,-4.478,0.0719,0.0674,2.3e-06,0.281,0.544,107.932,0.9281,0.29,0.06,0.16,0.26,0.23,rock
0.918,0.586,-2.89,0.133,0.0783,0.0,0.145,0.779,95.517,-0.8248,0.08,0.0,0.38,0.04,0.5,rap
0.566,0.748,-6.549,0.0301,0.0643,5.16e-06,0.0925,0.614,96.586,0.8201,0.23,0.0,0.08,0.38,0.31,rock
0.537,0.84,-4.626,0.0363,0.2,2.15e-06,0.0998,0.211,124.269,0.9941,0.2,0.0,0.04,0.08,0.68,rock
0.877,0.534,-6.178,0.15,0.0339,1.67e-05,0.0441,0.89,108.17,0.9839,0.19,0.13,0.1,0.19,0.39,pop
0.599,0.957,-5.764,0.188,0.0129,7.06e-05,0.155,0.489,103.68,-0.9919,0.1,0.1,0.44,0.08,0.28,rock
0.782,0.589,-4.827,0.189,0.148,0.0,0.164,0.869,90.438,0.9928,0.12,0.07,0.19,0.21,0.41,rap
0.831,0.735,-6.254,0.0384,0.00397,0.0205,0.123,0.97,122.979,0.992,0.11,0.03,0.11,0.4,0.34,rock
0.622,0.692,-6.97,0.0276,0.363,0.000158,0.193,0.774,112.053,0.9851,0.15,0.2,0.25,0.15,0.25,rock
0.61,0.497,-9.88,0.0279,0.32,6.11e-05,0.0884,0.739,85.031,0.9723,0.23,0.0,0.27,0.14,0.36,rock
0.504,0.96,-1.464,0.183,0.00417,0.569,0.0613,0.774,96.682,0.9906,0.12,0.06,0.24,0.35,0.24,rock
0.609,0.923,-3.908,0.0338,0.16,4.73e-06,0.295,0.961,115.996,0.9322,0.15,0.15,0.06,0.41,0.24,rock
0.661,0.973,-2.994,0.037,0.11,1.74e-05,0.617,0.75,108.037,0.9555,0.17,0.17,0.0,0.5,0.17,pop
0.546,0.931,-6.344,0.0341,0.000299,2.92e-05,0.11,0.643,125.495,0.1438,0.33,0.0,0.24,0.14,0.29,rock
0.745,0.742,-5.693,0.0259,0.42,0.0,0.102,0.806,95.996,0.9583,0.24,0.2,0.28,0.24,0.04,pop
0.581,0.678,-4.242,0.0284,0.00669,0.0,0.0807,0.677,181.991,0.9609,0.36,0.14,0.14,0.18,0.18,pop
0.77,0.475,-9.512,0.159,0.0561,4.72e-06,0.0607,0.473,82.511,0.9923,0.33,0.0,0.07,0.48,0.11,pop
0.243,0.609,-8.451,0.0323,0.663,1.13e-05,0.221,0.333,166.668,0.9524,0.32,0.0,0.11,0.42,0.16,rock
0.82,0.937,-4.81,0.0549,0.135,0.000122,0.35,0.906,130.992,0.7644,0.07,0.0,0.14,0.54,0.25,rap
0.593,0.923,-6.19,0.101,0.0495,0.0,0.29,0.587,124.862,0.982,0.37,0.07,0.1,0.2,0.27,pop
0.833,0.679,-4.496,0.0365,0.0834,0.00258,0.0769,0.975,109.916,-0.6626,0.08,0.0,0.33,0.33,0.25,rock
0.748,0.939,-4.288,0.0341,0.0534,0.0,0.32,0.96,104.001,0.963,0.12,0.0,0.08,0.33,0.46,pop
0.541,0.776,-8.042,0.0298,0.00147,0.000221,0.178,0.282,98.986,0.8033,0.0,0.0,0.67,0.33,0.0,rock
0.626,0.532,-7.205,0.0275,0.296,0.0,0.122,0.33,130.071,0.9352,0.16,0.21,0.11,0.53,0.0,pop
0.821,0.833,-8.291,0.0821,0.0734,0.544,0.0739,0.961,132.975,0.0,0.0,0.0,0.0,0.0,0.0,pop
0.621,0.533,-7.222,0.0265,0.343,0.0,0.0881,0.322,126.987,0.9388,0.16,0.31,0.0,0.28,0.25,rock
0.555,0.578,-7.942,0.0277,0.113,3.43e-06,0.0747,0.333,83.382,0.6941,0.09,0.55,0.09,0.0,0.27,rock
0.588,0.807,-6.275,0.0399,0.164,0.00185,0.209,0.547,120.97,0.9763,0.25,0.0,0.12,0.5,0.12,rock
0.679,0.903,-4.914,0.0463,0.333,0.0,0.372,0.872,108.114,0.9825,0.11,0.0,0.15,0.37,0.37,pop
0.805,0.802,-7.076,0.1,0.162,0.000883,0.0698,0.531,127.924,0.9936,0.07,0.07,0.25,0.36,0.25,pop
0.743,0.873,-4.943,0.0507,0.14,0.0,0.142,0.965,125.005,0.9543,0.29,0.06,0.29,0.12,0.24,pop
0.743,0.742,-10.117,0.0367,0.051,0.234,0.0987,0.706,121.604,-0.7794,0.0,0.27,0.27,0.27,0.18,rock
0.457,0.488,-7.964,0.0301,0.326,0.0,0.154,0.283,72.517,0.9853,0.08,0.04,0.23,0.27,0.38,pop
0.786,0.876,-4.899,0.0362,0.0114,0.000784,0.0796,0.966,103.983,0.9148,0.1,0.19,0.19,0.24,0.29,pop
0.742,0.854,-7.794,0.0332,0.0345,0.0,0.0689,0.962,135.015,0.9783,0.2,0.13,0.4,0.07,0.2,pop
0.68,0.625,-7.0,0.0353,0.0645,5.81e-05,0.109,0.814,94.02,0.9969,0.26,0.0,0.04,0.3,0.41,rap
0.545,0.797,-5.315,0.0252,0.257,3.86e-06,0.0884,0.852,100.464,0.9913,0.14,0.11,0.03,0.11,0.61,rock
0.745,0.682,-4.39,0.0287,0.0105,0.0862,0.21,0.938,110.857,-0.9632,0.12,0.29,0.08,0.08,0.42,rock
0.667,0.736,-8.168,0.191,0.135,0.0,0.203,0.766,93.193,0.9895,0.44,0.03,0.1,0.21,0.23,pop
0.243,0.47,-8.194,0.0353,0.309,0.000798,0.121,0.393,204.026,0.4835,0.16,0.09,0.06,0.47,0.22,rock
0.695,0.945,-6.165,0.0418,0.00341,0.0727,0.103,0.84,125.013,0.9879,0.2,0.12,0.25,0.25,0.17,rap
0.678,0.77,-4.399,0.222,0.00583,0.0,0.109,0.412,90.0,-0.9946,0.16,0.0,0.05,0.42,0.37,pop
0.672,0.837,-5.947,0.315,0.106,0.0,0.194,0.703,167.289,-0.9894,0.12,0.0,0.32,0.2,0.36,rap
0.904,0.826,-2.372,0.272,0.0531,0.0,0.214,0.824,101.35,-0.9971,0.21,0.21,0.28,0.15,0.15,rap
0.587,0.566,-9.932,0.0276,0.469,0.0,0.0644,0.528,76.055,0.9643,0.54,0.08,0.31,0.08,0.0,rock
0.627,0.888,-4.523,0.0388,0.0528,0.00237,0.136,0.591,99.905,0.9739,0.33,0.0,0.08,0.25,0.33,pop
0.353,0.464,-8.543,0.0272,0.0378,0.000969,0.0944,0.148,144.222,0.9635,0.41,0.05,0.05,0.32,0.18,rock
0.481,0.882,-5.068,0.0407,0.0228,0.00022,0.152,0.718,141.721,0.9913,0.38,0.03,0.17,0.21,0.21,rock
0.35,0.231,-13.319,0.031,0.961,0.0947,0.118,0.0713,107.763,0.9578,0.59,0.05,0.05,0.0,0.32,rock
0.758,0.896,-3.311,0.0501,0.173,3.18e-05,0.136,0.797,94.911,0.8519,0.25,0.05,0.2,0.3,0.2,rock
0.807,0.498,-9.91,0.0756,0.259,3.04e-05,0.0618,0.857,99.001,0.9259,0.24,0.0,0.43,0.14,0.19,rap
0.638,0.879,-6.534,0.0425,0.0697,0.0,0.414,0.778,101.999,0.9405,0.15,0.0,0.15,0.23,0.46,pop
0.813,0.949,-2.563,0.0336,0.486,9.75e-06,0.112,0.792,115.061,0.9276,0.0,0.0,0.75,0.19,0.06,pop
0.652,0.669,-7.663,0.037,0.0639,3.83e-06,0.0671,0.834,116.088,0.9828,0.08,0.08,0.15,0.19,0.5,rock
0.751,0.834,-5.444,0.0437,0.3,1.77e-05,0.355,0.894,95.053,0.8547,0.21,0.07,0.14,0.43,0.14,pop
0.434,0.897,-4.918,0.0488,0.0103,0.0,0.612,0.684,148.726,0.8957,0.0,0.0,0.44,0.44,0.11,rock
0.529,0.496,-9.007,0.029,0.173,0.0,0.251,0.278,136.859,-0.0516,0.12,0.12,0.09,0.18,0.5,rock
0.551,0.913,-4.063,0.0466,0.0263,1.35e-05,0.347,0.544,119.992,0.9879,0.07,0.03,0.1,0.33,0.47,rock
0.61,0.926,-4.843,0.0479,0.031,0.0012,0.0821,0.861,172.638,0.9448,0.1,0.05,0.19,0.43,0.24,pop
0.949,0.661,-4.244,0.0572,0.0302,0.0,0.0454,0.76,104.504,0.0108,0.18,0.05,0.1,0.27,0.4,rap
0.712,0.762,-4.307,0.0326,0.026,0.0,0.0981,0.842,103.032,0.8684,0.21,0.0,0.29,0.21,0.29,rock
0.429,0.661,-7.227,0.0281,0.00239,0.000121,0.234,0.285,173.372,0.9766,0.2,0.0,0.25,0.0,0.55,pop
0.922,0.909,-2.429,0.27,0.0281,0.0,0.0856,0.309,95.295,-0.9797,0.09,0.07,0.37,0.26,0.21,rap
0.458,0.795,-3.265,0.0574,0.00316,0.000202,0.0756,0.513,123.229,0.6597,0.0,0.0,0.17,0.25,0.58,rock
0.545,0.865,-5.708,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,0.8998,0.1,0.0,0.3,0.25,0.35,rock
0.632,0.856,-3.463,0.0348,0.0624,0.0,0.347,0.867,119.397,0.988,0.4,0.08,0.04,0.04,0.44,rock
0.625,0.85,-3.904,0.0495,0.346,0.000233,0.174,0.633,94.661,-0.525,0.0,0.08,0.31,0.23,0.38,rock
0.671,0.882,-6.149,0.0552,0.00181,0.667,0.285,0.787,136.955,0.9186,0.0,0.0,1.0,0.0,0.0,pop
0.638,0.877,-4.449,0.0302,0.0771,0.0221,0.364,0.743,139.052,-0.9515,0.33,0.22,0.11,0.0,0.33,pop
0.924,0.74,-1.299,0.0774,0.0827,0.0,0.163,0.621,133.974,-0.9955,0.09,0.13,0.21,0.32,0.25,rap
0.575,0.786,-4.353,0.0296,0.252,0.0,0.159,0.518,96.102,0.3276,0.05,0.16,0.11,0.58,0.11,pop
0.459,0.83,-6.254,0.0364,5.15e-05,0.00014,0.206,0.431,155.827,0.8901,0.08,0.11,0.08,0.43,0.3,rock
0.491,0.593,-5.975,0.0255,0.098,0.0,0.257,0.328,144.142,0.9575,0.35,0.0,0.26,0.17,0.22,pop
0.528,0.965,-7.984,0.0465,0.141,0.985,0.0797,0.587,136.065,0.0,0.0,0.9,0.1,0.0,0.0,pop
0.63,0.625,-5.088,0.0252,0.231,0.0,0.0765,0.683,167.998,-0.2263,0.16,0.12,0.2,0.36,0.16,pop
0.88,0.814,-6.307,0.14,0.168,0.00672,0.0584,0.942,138.083,-0.9955,0.07,0.2,0.25,0.34,0.14,rap
0.865,0.664,-6.822,0.108,0.00689,0.0,0.142,0.565,162.831,0.8658,0.23,0.09,0.11,0.34,0.23,rap
0.607,0.82,-7.754,0.0597,0.0541,6.8e-05,0.269,0.768,126.988,0.9854,0.15,0.15,0.1,0.35,0.25,rock
0.628,0.834,-6.341,0.0497,0.403,0.0,0.051,0.626,97.865,0.7893,0.04,0.07,0.11,0.57,0.21,pop
0.481,0.94,-5.204,0.066,0.000891,0.0,0.0939,0.66,96.493,-0.8365,0.26,0.05,0.23,0.23,0.23,rock
0.636,0.873,-4.672,0.071,0.0407,1.27e-06,0.0372,0.908,165.071,0.8869,0.12,0.18,0.18,0.41,0.12,pop
0.765,0.791,-5.707,0.0317,0.262,0.000154,0.0669,0.966,95.026,-0.3914,0.3,0.0,0.22,0.37,0.11,pop
0.777,0.601,-5.931,0.126,0.0406,0.00201,0.0348,0.68,97.911,0.9899,0.16,0.08,0.08,0.28,0.4,rock
0.725,0.487,-5.959,0.0368,0.26,1.09e-05,0.431,0.599,136.086,0.9824,0.16,0.06,0.16,0.56,0.06,rock
0.634,0.886,-5.424,0.0434,0.154,0.0,0.118,0.577,93.04,0.9904,0.29,0.0,0.14,0.14,0.43,pop
0.55,0.587,-6.279,0.0329,0.354,0.0,0.128,0.466,165.975,0.9729,0.23,0.06,0.16,0.32,0.23,pop
0.869,0.887,-4.505,0.0993,0.0605,0.0,0.148,0.784,129.221,0.7389,0.07,0.07,0.57,0.14,0.14,pop
0.801,0.876,-3.94,0.0446,0.144,1.38e-05,0.104,0.932,122.979,-0.996,0.06,0.09,0.3,0.27,0.27,rock
0.829,0.915,-3.205,0.106,0.226,1.25e-05,0.246,0.779,118.903,0.9897,0.17,0.09,0.26,0.13,0.35,pop
0.541,0.776,-8.042,0.0298,0.00147,0.000221,0.178,0.282,98.986,0.8033,0.0,0.0,0.67,0.33,0.0,rock
0.728,0.94,-5.034,0.0368,0.0814,0.000162,0.109,0.967,113.76,-0.9684,0.12,0.06,0.44,0.38,0.0,rock
0.41,0.539,-8.412,0.0302,0.00425,0.00089,0.117,0.141,138.852,0.6908,0.16,0.0,0.06,0.29,0.48,rock
0.74,0.876,-6.87,0.0369,0.0173,0.00152,0.0785,0.825,127.002,-0.4635,0.26,0.0,0.19,0.37,0.19,pop
0.539,0.926,-6.495,0.0499,0.014,0.00136,0.36,0.454,136.279,0.9717,0.32,0.12,0.03,0.35,0.18,rock
0.636,0.761,-6.389,0.0306,0.0517,0.0,0.0642,0.736,93.896,0.8201,0.0,0.08,0.54,0.15,0.23,rock
0.754,0.819,-6.833,0.112,0.0684,0.0,0.345,0.818,142.137,0.9963,0.23,0.02,0.34,0.23,0.18,pop
0.533,0.512,-6.851,0.0288,0.0475,0.0,0.0442,0.553,75.984,0.6486,0.2,0.05,0.25,0.25,0.25,pop
0.301,0.823,-4.072,0.0433,0.000144,0.000309,0.0833,0.372,152.017,0.9788,0.41,0.26,0.04,0.07,0.22,rock
0.478,0.736,-7.124,0.0367,0.02,9.58e-05,0.118,0.564,144.705,0.999,0.11,0.0,0.37,0.37,0.15,pop
0.487,0.702,-6.043,0.0238,0.00528,4.97e-06,0.129,0.306,95.982,0.9944,0.23,0.03,0.13,0.13,0.47,rock
0.751,0.901,-5.802,0.0328,0.0504,0.00308,0.0395,0.973,124.017,0.9862,0.33,0.07,0.13,0.47,0.0,pop
0.8,0.922,-5.125,0.24,0.301,9.31e-06,0.0352,0.801,98.631,0.9467,0.15,0.15,0.0,0.35,0.35,rap
0.689,0.685,-5.153,0.0478,0.0921,0.0,0.119,0.398,160.067,-0.0899,0.2,0.07,0.4,0.13,0.2,pop
0.599,0.47,-8.356,0.0376,0.38,0.0,0.111,0.298,127.177,0.9952,0.3,0.0,0.27,0.18,0.24,pop
0.558,0.481,-9.487,0.026,0.315,8.83e-06,0.09,0.631,144.673,0.995,0.21,0.04,0.07,0.29,0.39,rock
0.633,0.922,-4.842,0.0454,0.116,0.000465,0.071,0.686,84.11,0.9954,0.36,0.0,0.0,0.5,0.14,pop
0.63,0.95,-4.012,0.0806,0.000915,6.51e-06,0.373,0.858,143.866,0.899,0.14,0.14,0.21,0.21,0.29,pop
0.655,0.791,-8.923,0.0302,0.1,0.000124,0.334,0.862,118.981,0.9759,0.2,0.1,0.2,0.4,0.1,rock
0.627,0.716,-7.175,0.0352,0.127,0.0,0.0344,0.734,101.99,0.9957,0.4,0.03,0.4,0.1,0.07,rock
0.739,0.75,-4.513,0.0278,0.205,0.0,0.157,0.758,109.983,0.9979,0.48,0.0,0.04,0.43,0.04,pop
0.514,0.817,-6.489,0.05,0.0118,8.25e-06,0.346,0.734,186.765,-0.9503,0.18,0.05,0.28,0.26,0.23,rock
0.597,0.793,-7.006,0.0361,0.0123,5.45e-06,0.157,0.755,167.2,0.9927,0.05,0.19,0.1,0.33,0.33,pop
0.914,0.607,-5.658,0.32,0.0626,0.0,0.0515,0.666,98.054,-0.9985,0.16,0.05,0.3,0.27,0.21,rap
0.578,0.894,-5.42,0.0296,0.0103,2.66e-06,0.216,0.741,165.98,0.9732,0.22,0.06,0.06,0.33,0.33,pop
0.822,0.847,-6.729,0.0917,0.0854,0.0,0.0452,0.668,107.908,0.989,0.13,0.07,0.13,0.43,0.23,pop
0.69,0.871,-5.484,0.0329,0.0359,0.000843,0.0347,0.561,121.984,0.9224,0.05,0.0,0.15,0.55,0.25,pop
0.745,0.958,-9.664,0.0287,0.0813,0.324,0.533,0.96,129.962,-0.1027,0.0,0.0,0.64,0.09,0.27,pop
0.581,0.607,-8.458,0.028,0.189,1.6e-06,0.0882,0.213,102.03,-0.7884,0.09,0.18,0.38,0.24,0.12,rock
0.822,0.922,-5.798,0.0989,0.0291,0.325,0.252,0.568,163.826,0.9962,0.07,0.0,0.31,0.48,0.14,pop
0.807,0.498,-9.91,0.0756,0.259,3.04e-05,0.0618,0.857,99.001,0.9259,0.24,0.0,0.43,0.14,0.19,rap
0.682,0.743,-10.644,0.165,0.35,0.000129,0.277,0.546,127.962,0.8555,0.0,0.0,0.23,0.38,0.38,pop
0.879,0.681,-8.951,0.24,0.017,0.0,0.0669,0.817,99.974,0.8211,0.11,0.11,0.37,0.16,0.26,rap
0.518,0.83,-6.814,0.0386,0.0404,3.85e-06,0.375,0.527,95.468,-0.7925,0.12,0.21,0.21,0.33,0.12,rock
0.78,0.768,-4.325,0.238,0.0371,2.34e-06,0.518,0.507,80.063,0.1613,0.11,0.11,0.36,0.18,0.25,rap
0.766,0.563,-7.516,0.0339,0.0263,0.683,0.115,0.964,126.007,0.9136,0.25,0.12,0.0,0.06,0.56,pop
0.754,0.811,-3.679,0.0561,0.0185,5.18e-06,0.654,0.639,109.902,0.8591,0.0,0.08,0.67,0.17,0.08,pop
0.623,0.607,-5.113,0.0353,0.147,3.29e-06,0.227,0.614,89.654,0.9933,0.26,0.29,0.16,0.26,0.03,rap
0.794,0.832,-4.862,0.0407,0.237,1.14e-05,0.203,0.871,107.657,0.9917,0.39,0.07,0.25,0.07,0.21,pop
0.643,0.849,-5.428,0.0526,0.0371,0.0,0.058,0.903,162.152,0.9859,0.15,0.1,0.45,0.15,0.15,rock
0.481,0.638,-5.862,0.0276,0.153,0.0,0.154,0.497,79.064,0.8847,0.05,0.05,0.43,0.24,0.24,pop
0.843,0.806,-5.946,0.269,0.143,0.0,0.0771,0.613,94.948,-0.8467,0.06,0.06,0.22,0.56,0.09,rap
0.446,0.764,-5.042,0.033,0.00135,0.0,0.099,0.543,172.094,-0.9762,0.14,0.29,0.1,0.29,0.19,rock
0.654,0.81,-6.26,0.0288,0.00719,0.00251,0.165,0.661,114.623,0.9796,0.31,0.15,0.08,0.23,0.23,rock
0.653,0.964,-4.261,0.0582,0.00316,0.00512,0.144,0.87,126.928,0.9501,0.0,0.1,0.4,0.4,0.1,rock
0.85,0.7,-6.49,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,0.9136,0.04,0.08,0.33,0.29,0.25,rap
0.568,0.844,-5.875,0.0505,0.000189,0.0,0.0607,0.766,116.046,-0.9707,0.0,0.14,0.18,0.21,0.46,rock
0.645,0.792,-7.34,0.036,0.0562,0.0121,0.119,0.666,90.565,0.7976,0.0,0.0,0.0,0.5,0.5,rock
0.908,0.557,-4.243,0.107,0.242,0.0,0.0709,0.897,90.032,-0.9602,0.09,0.09,0.16,0.4,0.26,rap
0.647,0.729,-6.251,0.0236,0.0206,0.0489,0.134,0.687,94.01,0.8648,0.17,0.11,0.44,0.17,0.11,pop
0.725,0.583,-9.942,0.0427,0.3,0.000238,0.0665,0.762,79.984,0.9969,0.25,0.04,0.11,0.18,0.43,rock
0.402,0.914,-5.215,0.142,0.000579,0.0,0.065,0.626,196.505,-0.8669,0.1,0.07,0.17,0.34,0.31,rock
0.736,0.811,-4.17,0.081,0.00132,0.000142,0.107,0.609,103.502,-0.5719,0.18,0.1,0.13,0.38,0.21,rock
0.817,0.585,-4.688,0.0301,0.439,0.0,0.147,0.916,105.014,0.9866,0.16,0.05,0.11,0.53,0.16,rock
0.563,0.86,-7.533,0.0621,0.00834,0.0106,0.39,0.517,97.867,-0.1031,0.35,0.12,0.12,0.14,0.28,rock
0.382,0.416,-9.303,0.0302,0.0733,0.0,0.0719,0.125,102.089,0.9851,0.04,0.29,0.33,0.17,0.17,rock
0.51,0.48,-6.567,0.0452,0.503,0.0,0.106,0.496,182.862,-0.8893,0.15,0.1,0.1,0.35,0.3,rock
0.55,0.804,-5.218,0.0271,0.0148,4.33e-05,0.105,0.789,79.166,-0.1474,0.22,0.0,0.48,0.07,0.22,rock
0.847,0.843,-3.579,0.106,0.415,0.000134,0.107,0.963,110.027,0.9916,0.11,0.11,0.21,0.26,0.32,pop
0.33,0.905,-5.047,0.0497,0.000233,8.14e-06,0.0712,0.259,163.142,0.9683,0.33,0.0,0.07,0.47,0.13,rap
0.797,0.75,-9.369,0.247,0.533,0.108,0.095,0.74,177.87,-0.9955,0.0,0.26,0.26,0.16,0.32,rap
0.645,0.921,-5.256,0.0302,0.00809,1.08e-05,0.407,0.864,129.0,0.9378,0.17,0.04,0.33,0.12,0.33,pop
0.802,0.341,-8.56,0.488,0.169,0.0,0.0783,0.849,166.01,0.0608,0.03,0.03,0.16,0.03,0.75,rap
0.78,0.634,-5.941,0.16,0.0199,2.98e-05,0.29,0.754,125.25,-0.9956,0.1,0.12,0.21,0.31,0.26,rap
0.509,0.774,-4.054,0.0338,0.00189,0.000549,0.143,0.0824,116.529,0.9542,0.42,0.05,0.26,0.11,0.16,rock
0.786,0.842,-5.115,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,0.2862,0.11,0.05,0.32,0.16,0.37,rap
0.541,0.864,-4.915,0.0357,0.00118,0.0,0.0896,0.435,124.557,0.1173,0.13,0.07,0.07,0.33,0.4,rock
0.55,0.587,-6.279,0.0329,0.354,0.0,0.128,0.466,165.975,0.9729,0.23,0.06,0.16,0.32,0.23,pop
0.708,0.587,-7.93,0.151,0.273,0.0,0.0718,0.554,83.46,0.9037,0.17,0.06,0.11,0.33,0.33,rap
0.747,0.706,-4.653,0.0413,0.0844,0.00355,0.174,0.567,94.019,0.8805,0.13,0.0,0.17,0.57,0.13,rock
0.624,0.899,-5.709,0.0296,0.0221,0.000137,0.0975,0.79,104.061,0.9313,0.09,0.0,0.73,0.18,0.0,rock
0.721,0.737,-2.734,0.0324,0.121,0.0,0.165,0.931,97.996,-0.7579,0.14,0.14,0.14,0.32,0.27,rap
0.878,0.724,-5.373,0.129,0.168,0.0116,0.133,0.904,121.906,0.9925,0.39,0.07,0.07,0.21,0.25,pop
0.874,0.768,-4.086,0.311,0.0554,0.0,0.041,0.636,106.095,0.9478,0.2,0.07,0.11,0.27,0.36,rap
0.644,0.981,-6.644,0.0439,0.0271,9.67e-05,0.11,0.379,140.012,-0.2373,0.08,0.17,0.0,0.67,0.08,pop
0.677,0.52,-6.255,0.334,0.00277,0.0,0.0532,0.768,203.862,0.9371,0.14,0.09,0.23,0.45,0.09,rap
0.831,0.79,-4.714,0.165,0.0024,0.0,0.0515,0.791,93.14,-0.9638,0.11,0.07,0.25,0.41,0.16,rap
0.822,0.672,-6.133,0.0329,0.0285,0.0,0.213,0.91,117.033,-0.3749,0.0,0.0,0.59,0.05,0.36,pop
0.544,0.659,-7.191,0.0298,0.427,1.33e-06,0.126,0.361,109.933,-0.9431,0.0,0.08,0.04,0.33,0.54,rock
0.689,0.894,-6.342,0.0672,0.133,4.72e-05,0.0681,0.709,123.971,0.7636,0.04,0.13,0.52,0.26,0.04,pop
0.637,0.929,-6.03,0.0447,0.063,0.00796,0.318,0.604,136.482,0.9814,0.08,0.0,0.29,0.33,0.29,pop
0.618,0.844,-4.051,0.342,0.0178,0.000126,0.0634,0.697,84.411,-0.9766,0.2,0.05,0.15,0.55,0.05,rap
0.517,0.89,-4.033,0.0539,0.005,1.47e-05,0.0824,0.632,118.009,-0.8625,0.14,0.0,0.14,0.55,0.18,rock
0.558,0.481,-9.487,0.026,0.315,8.83e-06,0.09,0.631,144.673,0.995,0.21,0.04,0.07,0.29,0.39,rock
0.639,0.534,-5.588,0.0281,0.508,0.0,0.0948,0.434,122.931,-0.7827,0.21,0.11,0.37,0.05,0.26,pop
0.582,0.707,-4.487,0.0319,0.0822,0.0,0.0467,0.701,78.375,0.5994,0.18,0.18,0.27,0.27,0.09,rap
0.578,0.581,-6.867,0.0318,0.0658,0.0042,0.0674,0.408,83.293,0.8239,0.15,0.15,0.15,0.35,0.19,rock
0.589,0.687,-6.222,0.097,0.0778,0.000289,0.419,0.649,180.215,0.9335,0.1,0.0,0.35,0.28,0.28,rap
0.541,0.899,-6.261,0.0633,0.0178,2.95e-06,0.286,0.829,106.676,0.2571,0.21,0.05,0.21,0.42,0.11,rock
0.933,0.561,-5.961,0.122,0.0275,0.0,0.102,0.586,139.976,-0.9769,0.35,0.09,0.22,0.17,0.17,rap
0.585,0.702,-5.734,0.0325,0.538,0.0,0.216,0.51,139.909,0.9113,0.21,0.06,0.12,0.39,0.21,pop
0.897,0.466,-9.053,0.203,0.187,1.35e-06,0.0757,0.884,100.01,0.5046,0.06,0.0,0.47,0.24,0.24,rap
0.66,0.71,-4.541,0.0409,0.0106,7.01e-06,0.0736,0.233,97.988,-0.8169,0.1,0.05,0.29,0.33,0.24,rap
0.872,0.868,-3.036,0.12,0.153,2.26e-05,0.843,0.822,105.005,0.836,0.33,0.17,0.28,0.11,0.11,rap
0.668,0.772,-5.4,0.0307,0.123,0.0,0.341,0.911,118.011,0.9687,0.17,0.06,0.22,0.28,0.28,pop
0.675,0.775,-5.772,0.0522,0.0387,0.0,0.383,0.933,99.945,0.9313,0.19,0.1,0.29,0.24,0.19,rock
0.757,0.706,-6.665,0.203,0.0267,0.0,0.197,0.375,96.976,-0.8622,0.12,0.12,0.15,0.33,0.27,rap
0.767,0.759,-6.516,0.117,0.0513,0.0,0.31,0.677,89.989,-0.926,0.33,0.0,0.17,0.33,0.17,rock
0.514,0.497,-6.071,0.0264,0.146,0.0,0.13,0.316,109.085,-0.0516,0.15,0.12,0.03,0.56,0.15,pop
0.622,0.669,-8.419,0.329,0.0266,2.97e-06,0.152,0.57,93.839,0.9576,0.04,0.04,0.39,0.13,0.39,rap
0.711,0.87,-4.513,0.0484,0.0804,0.000306,0.138,0.569,99.843,0.944,0.07,0.0,0.24,0.34,0.34,rap
0.702,0.842,-4.157,0.0487,0.00709,0.00112,0.136,0.843,126.845,0.4299,0.0,0.09,0.36,0.45,0.09,pop
0.583,0.652,-6.255,0.0244,0.0405,0.000378,0.0781,0.352,97.469,0.1369,0.36,0.07,0.0,0.43,0.14,rock
0.775,0.729,-4.229,0.162,0.0303,0.00247,0.0361,0.895,104.719,0.9948,0.03,0.0,0.28,0.07,0.62,rap
0.623,0.896,-4.719,0.247,0.035,0.0,0.0941,0.613,95.158,-0.922,0.04,0.13,0.16,0.27,0.4,rap
0.727,0.552,-8.074,0.14,0.227,0.000164,0.198,0.607,168.189,-0.0305,0.14,0.0,0.27,0.14,0.45,rap
0.908,0.669,-2.827,0.0738,0.00286,0.0,0.237,0.662,112.238,-0.9809,0.08,0.14,0.38,0.16,0.24,rap
